Epoch,Modified period,Transit peak
2.320000000000000000e+02,4.049701118280609080e+00,8.200644026407409910e+03
2.330000000000000000e+02,4.049395039095543325e+00,8.204693727525689610e+03
2.340000000000000000e+02,4.049640406763501232e+00,8.208743122564785153e+03
2.350000000000000000e+02,4.049737184055629768e+00,8.212792762971548655e+03
2.360000000000000000e+02,4.049595099982070678e+00,8.216842500155606103e+03
2.370000000000000000e+02,4.049590085698582698e+00,8.220892095255587265e+03
2.380000000000000000e+02,4.049697663597726205e+00,8.224941685341285847e+03
2.390000000000000000e+02,4.049508028203490539e+00,8.228991383004882664e+03
2.400000000000000000e+02,4.049543358635673940e+00,8.233040891033087973e+03
2.410000000000000000e+02,4.049636261333944276e+00,8.237090434391722738e+03
2.420000000000000000e+02,4.049616025694376731e+00,8.241140070653056682e+03
2.430000000000000000e+02,4.049691908596287249e+00,8.245189686678750149e+03
2.440000000000000000e+02,4.049634936712209310e+00,8.249239378587346437e+03
2.450000000000000000e+02,4.049781512498157099e+00,8.253289013524059555e+03
2.460000000000000000e+02,4.049565574599000684e+00,8.257338795036557713e+03
2.470000000000000000e+02,4.049552557204151526e+00,8.261388360611155804e+03
2.480000000000000000e+02,4.049716164565325016e+00,8.265437913168359955e+03
2.490000000000000000e+02,4.049522400194291549e+00,8.269487629332925280e+03
2.500000000000000000e+02,4.049570993220186210e+00,8.273537151733120481e+03
2.510000000000000000e+02,4.049845575013932830e+00,8.277586722726340668e+03
2.520000000000000000e+02,4.049651622656710970e+00,8.281636568301353691e+03
2.530000000000000000e+02,4.049520863074576482e+00,8.285686219924011311e+03
2.540000000000000000e+02,4.049950767926020490e+00,8.289735740787085888e+03
2.550000000000000000e+02,4.049465975468592660e+00,8.293785691555010999e+03
2.560000000000000000e+02,4.049427044830736122e+00,8.297835157530480501e+03
2.570000000000000000e+02,4.049925636250009120e+00,8.301884584575311237e+03
2.580000000000000000e+02,4.049438915524660842e+00,8.305934510211562156e+03
2.590000000000000000e+02,4.049520847928761214e+00,8.309983949127086817e+03
2.600000000000000000e+02,4.050034364530802122e+00,8.314033469975014668e+03
2.610000000000000000e+02,4.049525175870257954e+00,8.318083504339545470e+03
2.620000000000000000e+02,4.049421795066336927e+00,8.322133029515414819e+03
2.630000000000000000e+02,4.050064108021615539e+00,8.326182451310482065e+03
2.640000000000000000e+02,4.049314983350996044e+00,8.330232515418503681e+03
2.650000000000000000e+02,4.049350044291713857e+00,8.334281830401854677e+03
2.660000000000000000e+02,4.050087529931261088e+00,8.338331180446146391e+03
2.670000000000000000e+02,4.049310605051687162e+00,8.342381267976077652e+03
2.680000000000000000e+02,4.049495607403514441e+00,8.346430578581130248e+03
2.690000000000000000e+02,4.050133403140534938e+00,8.350480074188533763e+03
2.700000000000000000e+02,4.049345332896336913e+00,8.354530207591673388e+03
2.710000000000000000e+02,4.049357875446730759e+00,8.358579552924569725e+03
2.720000000000000000e+02,4.050087402553799620e+00,8.362628910800016456e+03
2.730000000000000000e+02,4.049160064533680270e+00,8.366678998202569346e+03
2.740000000000000000e+02,4.049330715740325104e+00,8.370728158267103936e+03
2.750000000000000000e+02,4.050151747473137220e+00,8.374777488982843352e+03
2.760000000000000000e+02,4.049178724646480987e+00,8.378827640730316489e+03
2.770000000000000000e+02,4.049492946577629482e+00,8.382876819454962970e+03
2.780000000000000000e+02,4.050107062619645149e+00,8.386926312401541509e+03
2.790000000000000000e+02,4.049167486441547226e+00,8.390976419464161154e+03
2.800000000000000000e+02,4.049333882388964412e+00,8.395025586950603611e+03
2.810000000000000000e+02,4.050005579120806942e+00,8.399074920832990756e+03
2.820000000000000000e+02,4.049054558324314712e+00,8.403124926412112472e+03
2.830000000000000000e+02,4.049355976377228217e+00,8.407173980970437697e+03
2.840000000000000000e+02,4.050094674735191802e+00,8.411223336946814015e+03
2.850000000000000000e+02,4.049083382373282802e+00,8.415273431621550117e+03
2.860000000000000000e+02,4.049498193337967678e+00,8.419322515003921581e+03
2.870000000000000000e+02,4.049957409099988581e+00,8.423372013197260458e+03
2.880000000000000000e+02,4.049039853448448412e+00,8.427421970606359537e+03
2.890000000000000000e+02,4.049339644279825734e+00,8.431471010459808895e+03
2.900000000000000000e+02,4.049835442096082261e+00,8.435520350104088720e+03
2.910000000000000000e+02,4.049027892104277271e+00,8.439570185546184803e+03
2.920000000000000000e+02,4.049397634528759227e+00,8.443619213438289080e+03
2.930000000000000000e+02,4.049929810155845189e+00,8.447668611072818749e+03
2.940000000000000000e+02,4.049047520019485091e+00,8.451718540882973684e+03
2.950000000000000000e+02,4.049486479900224367e+00,8.455767588402992260e+03
2.960000000000000000e+02,4.049724584526302351e+00,8.459817074882892484e+03
2.970000000000000000e+02,4.048991424496307445e+00,8.463866799467419696e+03
2.980000000000000000e+02,4.049349696086210315e+00,8.467915790891915094e+03
2.990000000000000000e+02,4.049624902302639384e+00,8.471965140588003123e+03
3.000000000000000000e+02,4.049081428060162580e+00,8.476014765490304853e+03
3.010000000000000000e+02,4.049410616617933556e+00,8.480063846918365016e+03
3.020000000000000000e+02,4.049716665516825742e+00,8.484113257534983859e+03
3.030000000000000000e+02,4.049075226749664580e+00,8.488162974200498866e+03
3.040000000000000000e+02,4.049420783063396811e+00,8.492212049427249440e+03
3.050000000000000000e+02,4.049489895422993868e+00,8.496261470210312837e+03
3.060000000000000000e+02,4.049032938339223620e+00,8.500310960105736740e+03
3.070000000000000000e+02,4.049325757356200484e+00,8.504359993044075964e+03
3.080000000000000000e+02,4.049443958135270805e+00,8.508409318801430345e+03
3.090000000000000000e+02,4.049203897487132053e+00,8.512458762759566525e+03
3.100000000000000000e+02,4.049358025633409852e+00,8.516507966657052748e+03
3.110000000000000000e+02,4.049522660145157715e+00,8.520557324682686158e+03
3.120000000000000000e+02,4.049164102904796891e+00,8.524606847342831315e+03
3.130000000000000000e+02,4.049295066824925016e+00,8.528656011445737022e+03
3.140000000000000000e+02,4.049315230713546043e+00,8.532705306512561947e+03
3.150000000000000000e+02,4.049158215970237507e+00,8.536754621743275493e+03
3.160000000000000000e+02,4.049264990018855315e+00,8.540803779959245730e+03
3.170000000000000000e+02,4.049326582622597925e+00,8.544853044949264586e+03
3.180000000000000000e+02,4.049370283227290201e+00,8.548902371531887184e+03
3.190000000000000000e+02,4.049252873549448850e+00,8.552951741815115383e+03
3.200000000000000000e+02,4.049379781220523000e+00,8.557000994688663923e+03
3.210000000000000000e+02,4.049294339110929286e+00,8.561050374469883536e+03
3.220000000000000000e+02,4.049147907254337042e+00,8.565099668808994466e+03
3.230000000000000000e+02,4.049229675541027973e+00,8.569148816716249712e+03
3.240000000000000000e+02,4.049331440834066598e+00,8.573198046391789831e+03
3.250000000000000000e+02,4.049195373217116867e+00,8.577247377832623897e+03
3.260000000000000000e+02,4.049280877963610692e+00,8.581296573205841923e+03
3.270000000000000000e+02,4.049537374122337496e+00,8.585345854083805534e+03
3.280000000000000000e+02,4.049140534089019638e+00,8.589395391457928781e+03
3.290000000000000000e+02,4.049300002859126835e+00,8.593444531992015982e+03
3.300000000000000000e+02,4.049428092526795808e+00,8.597493831994876018e+03
3.310000000000000000e+02,4.049042137074138736e+00,8.601543260087402814e+03
3.320000000000000000e+02,4.049232703523557575e+00,8.605592302224476953e+03
3.330000000000000000e+02,4.049496819334308384e+00,8.609641534927999601e+03
3.340000000000000000e+02,4.049165799306138069e+00,8.613691031747333909e+03
3.350000000000000000e+02,4.049290156806819141e+00,8.617740197546641866e+03
3.360000000000000000e+02,4.049653018302706187e+00,8.621789487703448685e+03
3.370000000000000000e+02,4.049081616813055007e+00,8.625839140721749573e+03
3.380000000000000000e+02,4.049275622171990108e+00,8.629888222338562628e+03
3.390000000000000000e+02,4.049521906147674599e+00,8.633937497960734618e+03
3.400000000000000000e+02,4.049031856779947702e+00,8.637987019866883202e+03
3.410000000000000000e+02,4.049300995158773731e+00,8.642036051723662240e+03
3.420000000000000000e+02,4.049598895026065293e+00,8.646085352718822833e+03
3.430000000000000000e+02,4.049208609914785484e+00,8.650134951613847079e+03
3.440000000000000000e+02,4.049332228351886442e+00,8.654184160223761864e+03
3.450000000000000000e+02,4.049676685319354874e+00,8.658233492452114660e+03
3.460000000000000000e+02,4.049108939180769084e+00,8.662283169137434015e+03
3.470000000000000000e+02,4.049295657815491722e+00,8.666332278076613875e+03
3.480000000000000000e+02,4.049550287819329242e+00,8.670381573734430276e+03
